,Drug_ID,Smiles,Selfies,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,TPSA,RingCount,NHOHCount,NOCount,HeavyAtomCount,NumValenceElectrons
191,CHEMBL266481,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)O)[C@@H](C)O,[C][S][C][C][C@H1][Branch3][Ring1][=Branch2][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@@H1][Branch3][Ring1][Branch1][Ring2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][P][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][NH1][C][=N][Ring1][Branch1][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O],-18.359,3482.802,51,53,93,113,1543.74,7,63,92,246,1352
192,CHEMBL270190,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,[C][C@H1][C][N][Branch2][Ring1][=Branch2][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],3.051,424.541,4,3,6,8,89.87,3,3,6,31,166
193,CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],1.129,211.261,4,4,4,4,72.72,1,4,4,15,84
194,CHEMBL304902,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,[C][N][C][C][N][Branch2][Ring1][=Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],4.13,343.883,4,0,5,0,18.84,4,0,3,23,118
195,CHEMBL1328,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,[C][S][C][C][C@H1][Branch2][Ring2][N][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],1.52,767.906,9,8,17,20,250.91,3,9,16,54,292
196,CHEMBL3233142,CC1=CC=C(C=C1)S(=O)(=O)[O-].CN1CCN2C3CC[NH+](CC3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[C][N][C][C][N][C][C][C][NH1+1][Branch1][P][C][C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][Ring1][=N][=C][C][=C][Ring1][=Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F],3.399,565.711,6,1,9,6,85.19,6,1,7,40,212
197,CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C][Ring1][=Branch2],3.96,263.793,2,0,3,2,3.24,3,0,1,17,88
198,CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,[C][=Branch1][#Branch2][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][\C][N][C][C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1],5.107,368.524,2,0,2,6,6.48,4,0,2,28,142
199,CHEMBL285802,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,[C][N][Branch1][C][C][C][C][O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S],4.881,331.868,3,0,4,4,12.47,3,0,2,22,114
200,CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,[O][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][P][Ring1][#Branch1],6.075,473.594,6,2,6,7,70.0,5,2,5,34,174
201,CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,[F][C][=C][C][=C][Branch2][Ring2][Ring2][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch1][N][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][=N],5.385,404.504,2,0,4,6,6.48,4,0,2,30,154
202,CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,[C][N][C][C][N][Branch2][Ring1][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch2],1.559,351.41,5,1,7,2,68.78,4,1,7,26,134
203,CHEMBL32800,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,[C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],2.058,303.358,5,5,5,6,92.95,2,5,5,22,118
204,CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,[C][C][Branch1][C][C][N][C][C][N][Branch2][Ring2][#C][C][=C][C][=C][Branch2][Ring2][Ring1][O][C][C@H1][C][O][C@][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O][C][C][Ring2][Ring1][P],4.463,532.472,8,0,10,8,64.88,5,0,8,36,192
205,CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][=Branch1],2.846,260.381,2,1,3,7,32.34,2,1,3,19,104
206,CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,[C][O][C@@][C][C][C@@][Branch2][Ring1][Ring2][C][C@@H1][Ring1][=Branch1][C@][Branch1][C][C][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring2][Ring1][Ring2][Branch1][N][C][C][N][Ring1][=N][C][C][C][C][Ring1][Ring1][C@H1][Ring2][Ring1][#C][O][Ring1][N],4.414,467.65,5,2,5,4,62.16,8,2,5,34,186
207,CHEMBL1256819,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,[Cl].[C][=C][C][=C][Branch2][Ring1][Branch1][C][N][Branch1][=Branch2][C][C][=N][C][C][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring2],3.117,301.821,3,1,4,5,27.63,3,1,3,21,110
208,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3.663,269.388,2,0,2,6,12.47,2,0,2,20,106
209,CHEMBL388590,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,[C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2],5.457,424.088,3,1,5,3,50.44,3,1,3,22,112
210,CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,[C][N][C][C][N][Branch2][Ring1][=Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],3.771,327.815,4,0,5,0,28.07,4,0,4,23,118
211,CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],3.092,670.855,7,5,11,12,166.75,5,6,11,49,262
212,CHEMBL647,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,[N][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch2][N][=C][N][C][C][N][Ring1][Branch1][C][Branch1][C][Cl][=C][Ring1][=C],1.756,245.113,2,3,6,1,62.44,2,4,4,15,80
213,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,[C][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3.241,341.451,4,2,4,11,58.56,2,2,4,25,134
214,CHEMBL550,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,[C][C][C@@H1][C][=Branch1][C][=O][O][C][C@@H1][Ring1][=Branch1][C][C][=C][N][=C][N][Ring1][Branch1][C],1.162,208.261,4,0,4,3,44.12,2,0,4,15,82
215,CHEMBL1200803,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O].[O][=C][Branch1][=C][O][C@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],3.801,480.561,5,2,8,5,107.38,6,2,8,35,186
216,CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][#C][N][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][C][Ring2][Ring1][C][=N][C][Branch1][C][N][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][=N][O][C],1.718,451.483,9,1,10,4,112.27,5,2,10,33,172
217,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],4.724,314.469,2,0,2,1,34.14,4,0,2,23,126
218,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,[C][C][=Branch1][C][=O][O][C@H1][C][=Branch1][C][=O][C@][Branch1][C][C][C@@H1][Branch1][C][O][C][C@H1][O][C][C@@][Ring1][Ring2][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Ring1][=C][C@H1][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@][Branch1][C][O][C][C@H1][Branch2][Ring2][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][Ring2][Branch1][#Branch1][C][Ring2][Ring1][=N][Branch1][C][C][C],3.736,853.918,14,4,15,10,221.29,7,4,15,62,328
219,CHEMBL1215,CNC[C@H](O)c1cccc(O)c1,[C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],0.645,167.208,3,3,3,3,52.49,1,3,3,12,66
220,CHEMBL982,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,[C][=C][C][C][C@@][Branch1][C][O][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring1][N][Branch1][N][C][C][N][Ring1][=N][C][C][C][C][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][O][Ring1][N],2.513,339.435,4,2,4,2,52.93,6,2,4,25,132
221,CHEMBL2218896,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,[C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][C][C][Ring1][=C][Ring1][#Branch1],6.264,372.549,3,1,3,6,46.53,3,1,3,27,150
222,CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,[O][=C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][C][C][N][Branch2][Ring1][=N][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2],5.305,475.583,3,1,6,7,35.58,5,1,4,35,182
223,CHEMBL2079587,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,[C][C@][C][C][=C][NH1][N][=C][Ring1][Branch1][C][C@@H1][Ring1][=Branch2][C][C][C@@H1][C@@H1][Ring1][=N][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][C][C@][Ring1][=Branch1][Branch1][C][C][O],4.118,328.5,2,2,3,0,48.91,5,2,3,24,132
224,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,[C][N][Branch1][C][C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][#C][Ring1][N],1.912,269.352,4,1,5,5,49.74,3,1,5,20,104
225,CHEMBL844,Brc1c(NC2=NCCN2)ccc2nccnc12,[Br][C][=C][Branch1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1][C][=C][C][=N][C][=C][N][=C][Ring1][S][Ring1][=Branch1],1.763,292.14,5,2,6,1,62.2,3,2,5,17,86
226,CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[O][=C][N][C][C][N][Ring1][Branch1][C][C][N][C][C][C][Branch2][Ring1][=C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][P][Ring1][#Branch1][C][C][Ring2][Ring1][#Branch1],4.628,440.95,3,1,7,5,40.51,5,1,5,31,162
227,CHEMBL3544974,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,[C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][S][C][Ring2][Ring1][Ring1].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],3.97,401.846,4,2,7,2,87.07,4,2,6,28,146
228,CHEMBL414357,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,[C][C][C@H1][Branch1][C][C][C@H1][Branch3][Ring1][Ring2][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][Branch2][S][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][N][=C][NH1][Ring1][Branch1][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][Branch1][C][N][=O],-20.604,4186.637,60,58,111,134,1749.75,9,65,110,295,1634
229,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,[C][N][C][=Branch1][C][=O][C][C][=N][N][Branch2][Ring2][Ring1][C][=N][C][Branch1][C][N][=C][N][=C][N][Branch1][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][Ring1][=C][=N][Ring2][Ring1][Ring1][C][=Ring2][Ring1][Branch2],-2.435,390.36,12,5,13,4,186.46,4,6,13,28,148
230,CHEMBL1083659,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,[C][C][=C][C][=C][Branch1][Branch2][N][N][=C][C][=N][Ring1][Branch1][C][Branch2][Ring1][P][C][=Branch1][C][=O][N][C][C][N][Branch1][P][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][Ring1][#Branch2][C][C][C@H1][Ring1][P][C][=C][Ring2][Ring1][#C],4.111,450.93,7,0,9,3,80.29,5,0,8,32,164
231,CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][=N][C][Branch1][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C],1.351,389.456,8,2,9,8,111.83,3,3,9,28,152
